X,Y,OBJECTID,Country_IS,ID,Original_D,ID_in_orig,Deposit_na,Mining_com,Province_D,Status,Longitude_,Latitude_Y,Comment,Author,Deposit_ty,Morphology,Morpholo_1,Mineralisa,Mineralogy,Mineralo_1,Hydrotherm,Hydrothe_1,Age_strati,Host_rock_,Host_rock1,Host_roc_1,Exploitati,Exploita_1,Commodity_,Commodity1,Commodit_1,Commodit_2,Commodit_3,Commodit_4,Commodit_5,Commodit_6,Commodit_7
31.6959,0.578393,11,UGA,UGA-00011,"Blanchot, 1978 (Rapport, gisements)",UGA-00011,Mbale,,,Deposit or prospect of unknown status,31.69590000000,0.57839300000,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000	1915 ; E-6 19
Taille D, < 100000t Li2O ;Yarmolyuk, 1980; 31,710224 /0,716562 ;C61 /F. ,  :Li, Ta, Nb, Be, , , , .",Milesi J.P.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,,,,,,,Pegmatite,,Mining method unkown,,Beryl,Beryllium (BeO),Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,
34.2687,3.37263,14,UGA,UGA-00015,"Blanchot, 1978 (Rapport, gisements)",UGA-00015,Loyoro,,,Deposit or prospect of unknown status,34.26870000000,3.37263000000,,Milesi J.P.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,,,,Mining method unkown,,Zinc,,,,,,,,
34.478227,2.94596,15,UGA,UGA-00016,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2061,Bobong,,"E-7 3; Karamoja region",Deposit or prospect of unknown status,34.47822700000,2.94596000000,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000	2061; E-7 3
Taille D, < 200000 t Cu ;Yarmolyuk, 1980; 34,466698 /2,971976 ;G /F. ,  :Cu, Zn, , , , , , .

Uganda, Suppl. to Min. J., 1996, vol. 326, n� 8373 : copper occurrences, Karamoja region, Karasu",Milesi J.P.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,,Karasu Group,,,Mining method unkown,,Copper,Zinc (metal),,,,,,,
30.856426,0.988263,19,UGA,UGA-00028,"Blanchot, 1978 (Carte, indices)",Etain - 00001,UGA - Sn - 00001,,,Deposit or prospect of unknown status,30.85642600000,0.98826300000,,Bertrand B.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,,,,,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.1205,-0.680755,20,UGA,UGA-00029,"Blanchot, 1978 (Carte, indices)",Etain - 00002,UGA - Sn - 00002,,,Deposit or prospect of unknown status,30.12050000000,-0.68075500000,,Bertrand B.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,,,,,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.35,-0.29,21,UGA,UGA-00040,,,Kanyambogo Mine,,Buhweju,Deposit of unknown status,30.35000000000,-0.29000000000,X/Y approx Buhweju distr.,Milesi J.P.,"Fault-related syn- to late-orogenic ore deposits : Au, Zn, As, Sb, Cu, Ni, Co","Discordant lode or vein (thickness > 50 cm), in clusters or isolated",,,Gold,,,,,Igara schists,Schist,,Mining method unkown,,Gold,,,,,,,,
30.09,0.161,22,UGA,UGA-00044,,,Kasese,Banff Res. (Normandy) 63% - Kilembe Mines 37 %,,Producing industrial mine,30.09000000000,0.16100000000,"X/Y YD (Atlas REM, 13/03/2001) : 30� 06'E / 0� 10'N

Eng. & Min. J., 1995, vol.196, n� 03

Min. Ann. Rev.,1999 (Suppl. to Min. J., 02/07/99, p. 98 : usine en cours de construction

Afr. Min. Bull., 100, 10/06/99 : Banff Res., projet 2,2 Mlb x > 10",Deschamps Y.,"Mine tailings and stockpiles: Au, Ag, Co, REE","Tailings, dumps, stockpiles",,Quaternary,Pyrite,,,,Quaternary,Stockpiles from Kilembe Mine,,,Tailings retreatment,,Cobalt,,,,,,,,
30.738000004728864,-0.938818173213797,24,UGA,UGA-00046,,,Kafunzo,Pacific Vangold (VSE),"S Uganda, close to Rwanda border",Prospect under (downstream) evaluation,30.77000000000,-0.93400000000,"Cu-Pb-Zn, intersections en sondage � Po-Cpy-Sphal, min ruban�e sur puiss de 280 m : Ecomines, The Northern Miner, 29/01/1996

X/Y approx d'apr�s ville de Kafunzo, � v�rifier ???",Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Nickel,Chalcopyrite,,,,,,,Unworked,,Copper,Lead (metal),Zinc (metal),,,,,,
-0.0,0.0,25,UGA,UGA-00047,,,"Nyanga (Ta, UGA)",Uganda Gold Mining. Ltd - Shinda Ltd,6 km route vers SW UGA,Producing small-scale mine,0.00000000000,0.00000000000,"African Mining Bull. n� 111, 15/12/99, p. 5 : projet devt ancien g�te artisanal Ta ferm� en 1967, recsse pr�liminaire, stwk � tantalite (high-grade et diss�)
Min. J., 07/01/2000, vol. 334, n� 8564, p. 6: pegm autrefois exploit�e pour Sn et B�ryl, prod ar",Deschamps Y.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)","Stockwork (or network) of stringers or veinlets (thickness < 50 cm), discordant on the strata",Discordant envelope of disseminated ore,,Tantalite,Beryl,,,,,Pegmatite,Undifferentiated alterite from tropical & equatorial climate,Mining method unkown,,Columbite-Tantalite,Tin (metal),"Beryl, gemstone (substance)",,,,,,
30.10924,-0.047305,27,UGA,UGA-00050,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1926,Buhwedgi,,E-6 29,Deposit of unknown status,30.10924000000,-0.04730500000,"Taille D, < 5 t Au ;Yarmolyuk, 1980; 30,10924 /-0,047305 ;H10 /D30. ,  :Au, , , , , , , .

Voir Buhwedju ????",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
30.231794,-1.177051,28,UGA,UGA-00052,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn69,Burama Hill area 6,,E-6 44 a,Deposit of unknown status,30.23179400000,-1.17705100000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 30,307401 /-0,978022. Sn

Burama Hill area 6
Sheet S.A. 36-5 Kabale 1/250 000, 1961	Sn69 ; 30,231794/ -1,177051",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,,,Tonian,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.949125,-0.314281,29,UGA,UGA-00054,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1930,Buyaga,,E-6 33,Deposit of unknown status,30.94912500000,-0.31428100000,"Taille D, < 10000 t WO3 ; Yarmolyuk, 1980; 30,949125 /-0,314281. W",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Wolframite,Scheelite,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
32.4175,0.595833333333008,30,UGA,UGA-00055,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2083,Gamba,,"E-7 23 b; Bushiro Co., Buganda Prov., SW Uganda",Deposit of unknown status,32.41750000000,0.59583333333,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 32,417415 /0,595827. Li, Ta, Nb, Be",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,Lepidolite,Spodumene,,,Neoproterozoic,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),Beryllium (BeO),,,,,
29.739803,-1.114771,31,UGA,UGA-00056,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1955,Gitenguli,,E-6 49,Deposit of unknown status,29.73980300000,-1.11477100000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 29,739803 /-1,114771. Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.307401,-0.978022,32,UGA,UGA-00057,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1947,Hill Point,,E-6 44 d,Deposit of unknown status,30.30740100000,-0.97802200000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 30,307401 /-0,978022. :Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.102361,-0.287265,33,UGA,UGA-00058,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1929,Igara (UGA),,E-6 32,Deposit of unknown status,30.10236100000,-0.28726500000,"Taille D, < 5 t Au ;Yarmolyuk, 1980; 30,102361 /-0,287265 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
29.669043,-0.881843,34,UGA,UGA-00059,"CCGM - Council, 1999",1931,Ishasha mine,,E-6 37,Deposit of unknown status,29.66904300000,-0.88184300000,"Taille B, > 500000 t Li2O ; Yarmolyuk, 1980; 29,70326 /-0,733168. Li, Be, Ta, Nb

100 - 1000 t Be ; CCGM - Council, 1999, 1931. 29,6667 / -0,9. Be. Orient :325

Ntungamo area 21 ; Sheet S.A. 36-1 Mbarara 1/250 000, 1961. Ta21; 29,669043 / -0,881843",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,Present-day or recent placers,Quaternary,Beryl,Columbo-tantalite,,,Tonian,,Pegmatite,Unspecified alluvium,Mining method unkown,,Beryl,Beryllium (BeO),Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,
30.011493,-0.485072,36,UGA,UGA-00061,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1931,Kaibwato I,,E-6 34,Deposit of unknown status,30.01149300000,-0.48507200000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 30,011493 /-0,485072. Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.291829,-0.456263,37,UGA,UGA-00062,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1932,Kaibwato II,,E-6 35,Deposit of unknown status,30.29182900000,-0.45626300000,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 30,291829 /-0,456263. Li, Be, Ta, Nb",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,Tonian,Lepidolite,Spodumene,,,Tonian,,Pegmatite,,Mining method unkown,,Beryl,Beryllium (BeO),Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,
30.307401,-0.978022,38,UGA,UGA-00063,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1945,Kaina,,E-6 44 b,Deposit of unknown status,30.30740100000,-0.97802200000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 30,307401 /-0,978022. Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
34.273615,3.652658,39,UGA,UGA-00064,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2059,Kalapata,,E-7 1,Deposit of unknown status,34.27361500000,3.65265800000,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 34,273615 /3,652658. Li, Ta, Nb, Be",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,Neoproterozoic,Lepidolite,Spodumene,,,Archean,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),Beryllium (BeO),,,,,
32.262709,0.432932,40,UGA,UGA-00065,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2087,Kampala,,E-7 27,Deposit of unknown status,32.26270900000,0.43293200000,"Taille D, < 3000 t Bi ; Yarmolyuk, 1980; 32,262709 /0,432932. Bi",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,Bismuth,Bismuthinite,,,Paleoproterozoic,,Pegmatite,,Mining method unkown,,Bismuth,,,,,,,,
30.733855,-0.856486,41,UGA,UGA-00066,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1937,Kigagati,,E-6 40,Deposit of unknown status,30.73385500000,-0.85648600000,"Taille D, < 10000 t Sn ;Yarmolyuk, 1980; 30,733855 /-0,856486. Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
31.657623,0.384221,43,UGA,UGA-00070,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W1,Kuasamrero,,E-6 24,Deposit of unknown status,31.65762300000,0.38422100000,"Taille D, < 10000 t WO3 ; Yarmolyuk, 1980; 31,6887 /0,513479. W

Uganda, suppl. to Min. J., 12/04/1996, 326, 8373. W1 ; 31,657623 / 0,384221",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Wolframite,Scheelite,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Wolfram (Tungsten),,,,,,,,
34.600216,2.746873,45,UGA,UGA-00072,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2063,Lolunge,,E-7 5,Deposit of unknown status,34.60021600000,2.74687300000,"Taille D, < 100000 t  ;Yarmolyuk, 1980; 34,600216 /2,746873 ;J /F. M371,  :Mg, , , , , , , .",Bosc R.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Magnesite (Giobertite),,,,,,,,Mining method unkown,,Magnesite,,,,,,,,
33.798852,0.22877,46,UGA,UGA-00073,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2089,Lumina,,E-7 29,Deposit of unknown status,33.79885200000,0.22877000000,"Taille D, < 100000t Li2O ;Yarmolyuk, 1980; 33,798852 /0,22877; Li, Ta, Nb, Be",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,,,,,Neoarchean,,Pegmatite,,Mining method unkown,,Columbite-Tantalite,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),Beryllium (BeO),,,,,
32.894783,0.609842,47,UGA,UGA-00074,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2084,Luniae I,,E-7 24,Deposit of unknown status,32.89478300000,0.60984200000,"Taille D, < 100000t Li2O; Yarmolyuk, 1980; 32,894783 /0,609842; Li, Be, Ta, Nb",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)",Discordant envelope of disseminated ore,,,Lepidolite,Spodumene,,,Orosirian,,Pegmatite,,Mining method unkown,,Beryl,Beryllium (BeO),Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,
32.227706,0.297724,53,UGA,UGA-00084,"Uganda, suppl. to Min. J., 12/04/1996, 326, 8373",W3,Nakaseta,,E-6 20,Deposit of unknown status,32.22770600000,0.29772400000,"Taille D, < 10000 t WO3 ; Yarmolyuk, 1980; 32,03691 /0,680426. W, Be

Uganda, suppl. to Min. J., 12/04/1996, 326, 8373. W3 ; 32,227706 / 0,297724",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Scheelite,Wolframite,,,Tonian,,Granite (s.l.),,Mining method unkown,,Wolfram (Tungsten),Beryllium (BeO),,,,,,,
34.581880191110784,1.738219427469929,55,UGA,UGA-00086,"A.R Woolley, Alkaline Rocks & Carbonatites, 2001",UGA_20,Napak,,E-7 9,Mineral occurrence,34.28333333330,2.15000000000,"Taille D, < 1000 t Nb2O5 ;Yarmolyuk, 1980; 34,354833 /2,135455 ;C11 /B20. ,  :Nb, , , , , , , .
�galement cit� par CH., carbonatite",Bosc R.,"Nepheline-carbonatite hosted Nb deposits: Nb, (P, REE, Ba, Sr, etc.)",Discordant envelope of disseminated ore,,,,,,,Karpatian,,Carbonatite,,Mining method unkown,,Iron Ore,,,,,,,,
30.307401,-0.978022,56,UGA,UGA-00087,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1946,Ningoma,,E-6 44 c,Deposit of unknown status,30.30740100000,-0.97802200000,"Taille D, < 10000 t Sn ; Yarmolyuk, 1980; 30,307401 /-0,978022. Sn",Bosc R.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)",Discordant envelope of disseminated ore,,Neoproterozoic,Cassiterite,,Greisenization,,Tonian,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
32.417415,0.595827,58,UGA,UGA-00093,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",2082,Saganga,,E-7 23 a,Deposit of unknown status,32.41741500000,0.59582700000,"Taille D, < 100000t Li2O ; Yarmolyuk, 1980; 32,417415 /0,595827. Li, Be, Ta, Nb",Bosc R.,"Zoned granitic pegmatites: Sn,  Nb-Ta, Be-Li, U, mica, kaolin, (Rb, Cs, Sc)","Atypical, unspecified or ill-defined form",,,Lepidolite,Spodumene,,,Orosirian,,Pegmatite,,Mining method unkown,,Beryl,Beryllium (BeO),Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,
33.094414,3.466238,59,UGA,UGA-00095,"Yarmoluk V.A., 1980, Min. R. Africa, 1/5 000 000",1127,UGA - R1127,,E-7 0,Deposit or prospect of unknown status,33.09441400000,3.46623800000,"E ;Yarmolyuk, 1980; 33,094414 /3,466238 ;H10 /D30. ,  :Au, , , , , , , .",Bosc R.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,,,Unspecified alluvium,,Mining method unkown,,Gold,,,,,,,,
